ISO3,ISO3,Country,2007,2012,2017
ABW,ABW,Aruba,0,0,0
AFG,AFG,Afghanistan,0,0,0
AGO,AGO,Angola,0,0,0
AIA,AIA,Anguilla,3688757,14761027,18441348
ALB,ALB,Albania,0,0,0
AND,AND,Andorra,0,0,0
ARE,ARE,United Arab Emirates,20079594977,28539608985,56505620297
ARG,ARG,Argentina,24873040736,14829469774,19848491405
ARM,ARM,Armenia,0,0,0
ASM,ASM,American Samoa,0,0,0
ATA,ATA,Antartics,0,0,0
ATF,ATF,French Southern Territories,0,0,0
ATG,ATG,Antigua and Barbuda,0,0,0
AUS,AUS,Australia,498247648746,409283937283,490551416208
AUT,AUT,Austria,140437411450,64727354639,92258458641
AZE,AZE,Azerbaijan,0,0,0
BDI,BDI,Burundi,0,0,0
BEL,BEL,Belgium,230177132710,215470963090,164315012703
BEN,BEN,Benin,0,0,0
BES,BES,"Bonaire, St. Eustatius and Saba",0,0,0
BFA,BFA,Burkina Faso,0,0,0
BGD,BGD,Bangladesh,8344636,727845,49339445
BGR,BGR,Bulgaria,2542498583,658547534,1136733898
BHR,BHR,Bahrain,7557769750,8697061478,10461786341
BHS,BHS,Bahamas,0,0,0
BIH,BIH,Bosnia & Herzegovina,0,0,0
BLM,BLM,Saint Barthelemy,0,0,0
BLR,BLR,Belarus,0,0,0
BLZ,BLZ,Belize,0,0,0
BMU,BMU,Bermuda,86184694896,123672992631,135360412083
BOL,BOL,Bolivia,0,0,0
BRA,BRA,Brazil,2439047328610,691368055265,654933754313
BRB,BRB,Barbados,0,1958068,13070804
BRN,BRN,Brunei Darussalam,0,0,0
BTN,BTN,Bhutan,0,0,0
BVT,BVT,Bouvet Island,0,0,0
BWA,BWA,Botswana,0,0,0
CAF,CAF,Central African Rep.,0,0,0
CAN,CAN,Canada,778037158463,740098538018,813169062693
CCK,CCK,Cocos (Keeling) Islands,0,0,0
CHE,CHE,Switzerland,468474425986,500075461758,832918582065
CHL,CHL,Chile,95281154074,178144779535,156860655093
CHN,CHN,China,2568233525963,2107025436600,3936103632134
CIV,CIV,Cote-D'Ivoire,0,0,0
CMR,CMR,Cameroon,0,0,0
COD,COD,"Congo, Democratic Republic of",0,0,0
COG,COG,"Congo, Republic of the",0,0,0
COK,COK,Cook Islands,0,0,0
COL,COL,Colombia,34829148590,221348437586,87330951940
COM,COM,Comoros,0,0,0
CPV,CPV,Cape Verde,0,0,0
CRI,CRI,Costa Rica,0,0,0
CUB,CUB,Cuba,0,0,0
CUW,CUW,Nether. Antilles,0,0,0
CXR,CXR,Christmas Island,0,0,0
CYM,CYM,Cayman Islands,2996671254,4546030953,6246781000
CYP,CYP,Cyprus,2328405816,595742860,830936950
CZE,CZE,Czech Republic,45471525355,23700130311,21016786160
DEU,DEU,Germany,1020161927322,750549544750,1100339495997
DJI,DJI,Djibouti,0,0,0
DMA,DMA,Dominica,0,0,0
DNK,DNK,Denmark,119263633128,117615500810,171237189184
DOM,DOM,Dominican Republic,0,0,0
DZA,DZA,Algeria,0,0,0
ECU,ECU,Ecuador,0,0,0
EGY,EGY,Egypt,3514291196,10264207189,10538823179
ERI,ERI,Eritrea,0,0,0
ESH,ESH,Western Sahara,0,0,0
ESP,ESP,Spain,472655991949,212326963082,272687572868
EST,EST,Estonia,349436129,62539111,87217480
ETH,ETH,Ethiopia,0,0,0
FIN,FIN,Finland,188321456278,78010774252,124012240929
FJI,FJI,Fiji,0,0,0
FLK,FLK,Falkland (Malvinas),0,0,0
FRA,FRA,France,1490258565092,1049609686314,1343919418496
FRO,FRO,Faroe Islands,0,0,0
FSM,FSM,Micronesia,0,0,0
GAB,GAB,Gabon,0,0,0
GBR,GBR,United Kingdom,1850736717680,1539894651833,1678958173065
GEO,GEO,Georgia,0,0,0
GGY,GGY,Guernsey,4026287733,3832490990,4876548630
GHA,GHA,Ghana,0,0,0
GIB,GIB,Gibraltar,1830452485,1171020108,0
GIN,GIN,Guinea,0,0,0
GLP,GLP,Guadeloupe,0,0,0
GMB,GMB,Gambia,0,0,0
GNB,GNB,Guinea Bissau,0,0,0
GNQ,GNQ,Equatorial Guinea,0,0,0
GRC,GRC,Greece,63567952171,10214896032,18556089680
GRD,GRD,Grenada,0,0,0
GRL,GRL,Greenland,0,0,0
GTM,GTM,Guatemala,0,0,0
GUF,GUF,French Guiana,0,0,0
GUM,GUM,Guam,0,0,0
GUY,GUY,Guyana,0,0,0
HKG,HKG,Hong Kong SAR,587061629817,578532072171,818943141659
HMD,HMD,Heard Island and McDonald Islands,0,0,0
HND,HND,Honduras,0,0,0
HRV,HRV,Croatia,15717397302,12631320612,14247165019
HTI,HTI,Haiti,0,0,0
HUN,HUN,Hungary,23756062068,18223578810,20848003178
IDN,IDN,Indonesia,26314916441,158691412159,182417551388
IMN,IMN,Isle of Man,4900055457,2886970422,4827447118
IND,IND,India,587792601625,504971036613,894251677836
IOT,IOT,British Territory Ind. Ocean,0,0,0
IRL,IRL,Ireland,181053084188,210434927979,361018861940
IRN,IRN,Iran,0,0,0
IRQ,IRQ,Iraq,0,0,23584
ISL,ISL,Iceland,10094362411,1383384984,1912801927
ISR,ISR,Israel,107545262005,85986460570,103211542527
ITA,ITA,Italy,427883797337,223791823604,299016614466
JAM,JAM,Jamaica,0,0,0
JEY,JEY,Jersey,39573649317,59257673370,76468371403
JOR,JOR,Jordan,355439563,17074953596,15094201875
JPN,JPN,Japan,2713876429477,2261524337710,3843091451879
KAZ,KAZ,Kazakhstan,531296116,479303604,4342680048
KEN,KEN,Kenya,599993,296101,255328702
KGZ,KGZ,Kyrgyzstan,0,0,0
KHM,KHM,Cambodia,0,0,0
KIR,KIR,Kiribati,0,0,0
KNA,KNA,St. Kitts and Nevis,0,0,0
KOR,KOR,"Korea, Rep. (South)",548081183473,719265926966,1020012968945
KWT,KWT,Kuwait,45569884062,32725879675,29995402745
LAO,LAO,Laos,0,0,0
LBN,LBN,Lebanon,852444011,1099057903,2778948712
LBR,LBR,Liberia,0,0,0
LBY,LBY,Libyan Arab Jamahiriya,0,0,0
LCA,LCA,St. Lucia,0,0,0
LIE,LIE,Liechtenstein,3022091197,1083771352,385667774
LKA,LKA,Sri Lanka,0,0,0
LSO,LSO,Lesotho,0,0,0
LTU,LTU,Lithuania,902474992,335965598,204839332
LUX,LUX,Luxembourg,143350445701,79826663540,75591575741
LVA,LVA,Latvia,527758937,184071081,63630833
MAC,MAC,Macau,19480115,20903839,58503323
MAF,MAF,Saint Martin,0,0,0
MAR,MAR,Morocco,19174904139,21947135503,22272774341
MCO,MCO,Monaco,627095788,8894563906,2266452962
MDA,MDA,Moldova,0,0,0
MDG,MDG,Madagascar,0,0,0
MDV,MDV,Maldives,0,0,0
MEX,MEX,Mexico,150554006853,201556382930,97896210490
MHL,MHL,Marshall Islands,0,0,0
MKD,MKD,Macedonia,0,0,0
MLI,MLI,Mali,0,0,0
MLT,MLT,Malta,1066910208,1889292622,3721371961
MMR,MMR,Myanmar,0,0,0
MNE,MNE,Montenegro,0,0,0
MNG,MNG,Mongolia,0,0,0
MNP,MNP,Northern Mariana Islands,0,0,0
MOZ,MOZ,Mozambique,0,0,0
MRT,MRT,Mauritania,0,0,0
MSR,MSR,Montserrat,0,0,0
MTQ,MTQ,Martinique,0,0,0
MUS,MUS,Mauritius,24823162,65006944,173993731
MWI,MWI,Malawi,0,0,0
MYS,MYS,Malaysia,92467718191,235107440246,231033345657
MYT,MYT,Mayotte,0,0,0
NAM,NAM,Namibia,4575929,2727698,0
NCL,NCL,New Caledonia,0,0,0
NER,NER,Niger,0,0,0
NFK,NFK,Norfolk Island,0,0,0
NGA,NGA,Nigeria,234989292,993922336,168911460
NIC,NIC,Nicaragua,0,0,0
NIU,NIU,Niue,0,0,0
NLD,NLD,Netherlands,383040441677,229417737169,378226969439
NOR,NOR,Norway,230619568160,178680295649,203036950118
NPL,NPL,Nepal,0,0,0
NRU,NRU,Nauru,0,0,0
NZL,NZL,New Zealand,5785170269,8994217943,19488110963
OMN,OMN,Oman,426484423,3803989041,5633921583
PAK,PAK,Pakistan,103625286,1349329829,906268098
PAN,PAN,Panama,411991509,292508587,386437729
PCN,PCN,Pitcairn,0,0,0
PER,PER,Peru,105106196454,125440069589,91808732881
PHL,PHL,Philippines,19034645265,102844977792,114095384990
PLW,PLW,Palau,0,0,0
PNG,PNG,Papua New Guinea,0,0,0
POL,POL,Poland,77802635161,95175872987,100309350552
PRI,PRI,Puerto Rico,1518881471,1837969284,3401351581
PRK,PRK,"Korea, Dem. People's Rep. of",199946841,118099416,387808171
PRT,PRT,Portugal,70827890938,35503046604,41197141440
PRY,PRY,Paraguay,0,0,0
PSE,PSE,Palestinian Territories,0,659045666,398221412
PYF,PYF,French Polynesia,0,0,0
QAT,QAT,Qatar,6253426402,23655119444,30839973658
REU,REU,Reunion,0,0,0
ROU,ROU,Romania,589176311,453423518,912987075
RUS,RUS,Russian Federation,473985650033,412632435674,352614180130
RWA,RWA,Rwanda,0,0,0
SAU,SAU,Saudi Arabia,40369437966,33372469361,36550007100
SDN,SDN,Sudan,0,0,0
SEN,SEN,Senegal,0,0,0
SGP,SGP,Singapore,222087291734,245006301977,241904612632
SGS,SGS,South Georgia and South Sandwich Islands,0,0,0
SHN,SHN,St. Helena,0,0,0
SJM,SJM,Svalbard and Jan Mayen,0,0,0
SLB,SLB,Solomon Islands,0,0,0
SLE,SLE,Sierra Leone,0,0,0
SLV,SLV,El Salvador,0,0,0
SMR,SMR,San Marino,0,0,0
SOM,SOM,Somalia,0,0,0
SPM,SPM,St. Pierre and Miquelon,0,0,0
SRB,SRB,Serbia,0,0,0
SSD,SSD,Sudan (South),0,0,0
STP,STP,Sao Tome & Principe,0,0,0
SUN,SUN,Soviet Union,0,0,0
SUR,SUR,Suriname,0,0,0
SVK,SVK,Slovakia,4535778164,2628322334,4292346334
SVN,SVN,Slovenia,7841035653,3228369384,3663253827
SWE,SWE,Sweden,289177481510,292859402685,428855644485
SWZ,SWZ,Swaziland,0,0,0
SXM,SXM,Sint Maarten,0,0,0
SYC,SYC,Seychelles,0,0,0
SYR,SYR,Syria,0,0,0
TCA,TCA,Turks and Caicos Islands,0,0,0
TCD,TCD,Chad,0,0,0
TGO,TGO,Togo,13445188,592019444,722587549
THA,THA,Thailand,55755585747,175153046862,257704318244
TJK,TJK,Tajikistan,0,0,0
TKL,TKL,Tokelau,0,0,0
TKM,TKM,Turkmenistan,0,0,0
TLS,TLS,Timor-Leste,0,0,0
TON,TON,Tonga,0,0,0
TTO,TTO,Trinidad and Tobago,0,0,0
TUN,TUN,Tunisia,3179882,145735275,1188049295
TUR,TUR,Turkey,55164843143,101924701015,70000293862
TUV,TUV,Tuvalu,0,0,0
TWN,TWN,"Taiwan, R.O.C.",319151786495,372883864478,578496439136
TZA,TZA,Tanzania,0,1634878,1178077567
UGA,UGA,Uganda,0,0,0
UKR,UKR,Ukraine,0,25737,0
URY,URY,Uruguay,0,0,0
USA,USA,United States,10054709169040,9097493809366,15945469357140
UZB,UZB,Uzbekistan,0,0,0
VAT,VAT,Holy See (Vatican City State),0,0,0
VCT,VCT,St. Vincent and the Grenadines,0,0,0
VEN,VEN,Venezuela,0,0,0
VGB,VGB,Virgin Islands (UK),4971463804,8649891747,24833465507
VIR,VIR,Virgin Islands (US),0,0,0
VNM,VNM,Vietnam,192641566,20022925446,48982806175
VUT,VUT,Vanuatu,0,0,0
WLF,WLF,Wallis and Futuna,0,0,0
WSM,WSM,Samoa,0,0,0
XKX,XKX,Republic of Kosovo,0,0,0
YEM,YEM,Yemen,0,0,0
ZAF,ZAF,South Africa,294283414244,318830534965,328820631559
ZMB,ZMB,Zambia,0,0,77982
ZWE,ZWE,Zimbabwe,0,6882019,2926843
nan,nan,nan,14995953671127,12233914905526,0
